,Date,Customer Name,Item Number,Item  Description,Quantity,Unit Price
46555,1-Oct-20,DELIVERANCE CHURCH -UMOJA,FS1280,FUEL SEPARATOR SPINON STR,1,"1,791.00"
46556,1-Oct-20,DELIVERANCE CHURCH -UMOJA,FF42000,FUEL FILTER SPIN-ON,1,"1,398.00"
46557,1-Oct-20,DELIVERANCE CHURCH -UMOJA,AF25911,AIR FILTER-SECONDARY,1,"6,806.90"
46558,1-Oct-20,DELIVERANCE CHURCH -UMOJA,R-AC-LF3345,LUBE FILTER,1,"1,348.00"
46559,1-Oct-20,NIC BANK,LF3349,LUBE FILTER,1,"1,287.48"
46561,1-Oct-20,DELIVERANCE CHURCH - KASARANI,881949,PREMIUM BLUE,10,442
46562,1-Oct-20,DELIVERANCE CHURCH - KASARANI,AF25904,AIR FILTER,1,"7,339.75"
46563,1-Oct-20,DELIVERANCE CHURCH - KASARANI,LF700,LUBE FILTER,1,940.1
46565,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),LF670,LUBE FILTER,12,"1,500.00"
46566,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),FF5018,FUEL FILTER (REP.FF4013),12,450
46567,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),WF2075,WATER FILTER,12,"1,400.00"
46568,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),LF16011,LUBE FILTER,12,"1,300.00"
46569,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),AF26086JX,AIR FILTER,6,"7,000.00"
46570,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),LF3349,LUBE FILTER,12,780
46571,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),WF2126,DCA4 WATER FILTER,6,"2,700.00"
46572,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),881949,PREMIUM BLUE,416,330
46575,1-Nov-20,CAR & GENERAL KISUMU  - AFTERMARKET(KSH),LF3959,LUBE FILTER,12,830
46577,1-Nov-20,CASH SALES - CUMMINS,FF5018,FUEL FILTER (REP.FF4013),1,"1,000.00"
46578,1-Nov-20,CASH SALES - CUMMINS,AF1855,AIR FILTER,1,"6,500.00"
46579,1-Nov-20,CASH SALES - CUMMINS,LF3345,LUBE FILTER,1,"1,200.00"
46580,13-Jan-20,CASH SALES - CUMMINS,LF3349,LUBE FILTER,1,"1,287.48"
46582,13-Jan-20,CASH SALES - CUMMINS,FF5167,FUEL FILTER,1,834.98
46585,13-Jan-20,WEETABIX (E.A) LTD,WF2076,DCA4 WATER FILTER,1,"2,432.46"
46586,13-Jan-20,WEETABIX (E.A) LTD,881949,PREMIUM BLUE,45,520
46587,13-Jan-20,WEETABIX (E.A) LTD,LF9009,LUBE FILTER,1,"5,197.41"
46588,13-Jan-20,WEETABIX (E.A) LTD,AF26173,AIR FILTER,1,"14,739.73"
46591,13-Jan-20,CASH SALES - CUMMINS,FF5135,FUEL FILTER (REP FF5060),12,990
46592,13-Jan-20,CASH SALES - CUMMINS,LF4054,LUBE FILTER,12,800
46593,13-Jan-20,CASH SALES - CUMMINS,FF231,FUEL FILTER,24,850
46594,13-Jan-20,CASH SALES - CUMMINS,LF667,LUBE FILTER,1,"1,100.00"
46595,13-Jan-20,FLORA HOLLAND SERVICES LTD,LF16011,LUBE FILTER (Reps LF3855),1,"2,293.90"
46597,13-Jan-20,FLORA HOLLAND SERVICES LTD,FS1275,FUEL FILTER,1,"1,756.00"
46598,13-Jan-20,FLORA HOLLAND SERVICES LTD,881949,PREMIUM BLUE OIL,10,520
46599,13-Jan-20,CASH SALES - CUMMINS,FF5524,COALESCER FILTER CARTRIDGE METAL,2,600
46600,13-Jan-20,CASH SALES - CUMMINS,LF700,LUBE FILTER,1,"1,200.00"
46602,1-Oct-20,CHARLES DESNEY,AF26186,AIR FILTER PRIMARY,1,"4,229.92"
46603,1-Oct-20,CHARLES DESNEY,881949,PREMIUM BLUE,15,520
46604,1-Oct-20,CHARLES DESNEY,FF5114,FUEL FILTER,1,"1,200.00"
46605,1-Oct-20,CHARLES DESNEY,LF3335,LUBE FILTER,1,"2,200.00"
46606,14-Jan-20,CASH SALES - CUMMINS,FF5018,FUEL FILTER (REP.FF4013),12,500
46607,14-Jan-20,CAR & GENERAL (TRD)- INGERSOLL RAND  - AFTERMARKET(KSH),AF26419,AIR FILTER,1,"2,600.00"
46609,14-Jan-20,KCB BANK KENYA LIMITED,LP-LF-10000-59650 (PERKINS),FUEL FILTER,1,"5,782.37"
46610,14-Jan-20,KCB BANK KENYA LIMITED,LF701,LUBE FILTER,1,"6,960.04"
46611,14-Jan-20,KCB BANK KENYA LIMITED,LF701,LUBE FILTER,1,"6,960.04"
46612,14-Jan-20,KCB BANK KENYA LIMITED,LF701,LUBE FILTER,1,"6,960.04"
46613,14-Jan-20,CIRCUIT POWER LTD,AF25708,AIR FILTER,4,"8,000.00"
46614,13-Jan-20,SUMMERDALE INN,LF16015,OIL FILTER CELLULOSE SPIN,1,"3,500.00"
46615,13-Jan-20,SUMMERDALE INN,FF5485,FUEL FILTER,2,"1,943.00"
46616,13-Jan-20,SUMMERDALE INN,AH0113600,RIGID MOUNT AIR SYSTEM,1,"5,000.00"
46617,13-Jan-20,SUMMERDALE INN,881949,PREMIUM BLUE OIL,15,520
46618,14-Jan-20,CAR & GENERAL(NAKURU) Ltd  - AFTERMARKET(KSH),AF25155MX,AIR FILTER,1,"3,560.00"
46623,14-Jan-20,CASH SALES - CUMMINS,FF5421,FUEL FILTER SPINON,15,"1,361.00"
46624,14-Jan-20,CASH SALES - CUMMINS,LF3970,LUBE FILTER,15,"1,310.00"
46625,14-Jan-20,CASH SALES - CUMMINS,AH8742,AIR FILTER HOUSING,1,"3,275.86"
46633,14-Jan-20,FRIGOKEN  LIMITED,881949,PREMIUM BLUE OIL,30,520
46634,14-Jan-20,FRIGOKEN  LIMITED,AH19037,AIR HOUSING-STANDARD,1,"12,626.00"
46635,14-Jan-20,FRIGOKEN  LIMITED,WF2074,WATER FILTER,1,"2,118.00"
46636,14-Jan-20,FRIGOKEN  LIMITED,FF42000,FUEL FILTER SPIN-ON,1,"1,398.00"
46637,14-Jan-20,FRIGOKEN  LIMITED,LF3000,OIL FILTER,1,"8,946.00"
46638,14-Jan-20,STRABAG INTERNATIONAL,LF4056,LUBE FILTER,4,750
46639,14-Jan-20,CLARENCE HOUSE APARTMENTS LTD,881949,PREMIUM BLUE OIL,25,480
46641,14-Jan-20,CLARENCE HOUSE APARTMENTS LTD,AH0113600,RIGID MOUNT AIR SYSTEM,1,"6,746.75"
46642,14-Jan-20,CLARENCE HOUSE APARTMENTS LTD,LF3959,LUBE FILTER,1,"1,455.00"
46644,14-Jan-20,SERVICE CONTRACT DELIVERIES,881949,PREMIUM BLUE,10,520
46645,14-Jan-20,SERVICE CONTRACT DELIVERIES,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,106.00"
46646,14-Jan-20,SERVICE CONTRACT DELIVERIES,FS1280,FUEL SEPARATOR SPINON STR,1,"2,626.00"
46647,14-Jan-20,PENTA FLOWERS,881949,PREMIUM BLUE,20,520
46649,14-Jan-20,PENTA FLOWERS,LF3345,OIL FILTER CELLULOSE SPINON,1,"1,206.88"
46650,14-Jan-20,PENTA FLOWERS,AH0113600,RIGID MOUNT AIR SYSTEM,1,"4,778.11"
46651,14-Jan-20,FRIGOKEN  LIMITED,LF9070,LUBE FILTER,1,"10,562.00"
46652,14-Jan-20,FRIGOKEN  LIMITED,WF2126,DCA4 WATER FILTER,1,"5,089.00"
46653,14-Jan-20,FRIGOKEN  LIMITED,881949,PREMIUM BLUE OIL,100,520
46654,14-Jan-20,FRIGOKEN  LIMITED,FS1040,FUEL FILTER,1,"12,774.00"
46655,14-Jan-20,FRIGOKEN  LIMITED,AF26173,AIR CLEANER,1,"17,895.00"
